pid,Member_Name,,Image,Father_Name,Mother_Name,Date_of_Birth,Marital_Status,Spouse_Name,Children,Educational_Qualification,Profession,Positions_Held,State,Nominated,Party,Term_From,Start_Year_Appointment,Term_To,End_Year_Appointment,Term_Number,Reason_and_Date_of_Vacation,Type
RS1581037682,Shri Praveen Rashtrapal,,https://rajyasabha.nic.in/rsnew/member_site/photos/P2007.jpg,Shri Somabhai,Shrimati Valiben,24-Dec-39,Married on 10 May 1960,Late Shrimati Jaya Rashtrapal,One son and three daughters,"B.A., LL.B. Educated at Siddharth College, Mumbai",Civil Service and Trade Unionist,"Oct. 1999-Feb. 2004 Member, Thirteenth Lok Sabha April 2006 Elected to Rajya Sabha June 2006- May 2009 Member, Committee on Information Technology Aug. 2006 - July 2007 Member, Central Advisory Board of Education Sept. 2006- Sept. 2009 Member, Committee on Subordinate Legislation Aug. 2009 - Aug. 2012 Member, Committee on Social Justice and Empowerment Member, Consultative Committee for the Ministry of Petroleum and Natural Gas Aug. 2009-Aug. 2011 Member, Committee on the Welfare of Scheduled Castes and Scheduled Tribes Sept. 2009- Sept. 2010 Member, Committee on Rules Dec. 2009-Aug. 2011 Member, Committee on Labour March 2011 - Oct. 2013 Member, JPC to examine matters relating to allocation and pricing of telecom licences and spectrum Aug. 2012 Re-elected to Rajya Sabha (second term) Aug. 2012 - May 2014 Member, Committee on Finance Oct. 2012 - May 2014 Member, Joint Parliamentary Committee on Security in Parliament House Complex Sept. 2014- May 2016 Member, Committee on Social Justice and Empowerment Member, Committee on Rules (Died on 12th May 2016)",Gujarat,FALSE,INC,04-03-2012,2012,04-02-2018,2018,1,Death: 05.12.2016,former
RS3184581273,Shri G. N. Ratanpuri,,https://rajyasabha.nic.in/rsnew/member_site/photos/P2114.jpg,Shri Abdul Khaliq Wani,Shrimati Zebunnisa Begum,05-Apr-54,Married on 10/11/1974,Shrimati Hameeda G. Nabi,Three sons,"B.Sc. Educated at Kashmir University, Srinagar","Journalist,Writer","Aug. 2009 Elected to Rajya Sabha Aug. 2009 - May 2014 and Sept. 2014 onwards Member, Committee on Labour Sept. 2014 onwards Member, Committee on Empowerment of Women (Retired on 15th February 2015)",Jammu & Kashmir,FALSE,J&KNC,08-04-2009,2009,15-02-2015,2015,1,Retirement,former
RS7205124449,Shri Abhimanyu Rath,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1023.jpg,-,-,-,-,-,-,-,-,-,Odisha,FALSE,GP,04-03-1956,1956,04-02-1962,1962,1,Retirement,former
RS6559948007,Shri Baidyanath Rath,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1025.jpg,-,-,-,-,-,-,-,-,-,Odisha,FALSE,CPI,04-03-1952,1952,04-02-1954,1954,1,Retirement,former
RS9668342178,Shri Kunj Bihari Lal Rathi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1027.jpg,-,-,-,-,-,-,-,-,-,Uttar Pradesh,FALSE,JS,04-03-1966,1966,04-02-1972,1972,1,Death: 13.07.1968,former
RS8804389880,Shri T. Rathinavel,,https://rajyasabha.nic.in/rsnew/member_site/photos/P2244.jpg,Shri R. Thangavel,Shrimati R. Lakshmiammal,01-Jan-51,Married on 8 December 1983,Shrimati R.Vijaya Rani,One son and one daughter,"B.A., M.A. Educated at RDM College, Sivaganga and Madurai Kamraj University, Madurai",Businessman,"1991- 96 Member, Tamil Nadu Legislative Assembly July 2013 Elected to Rajya Sabha Aug. 2013 - May 2014 Member, Railway Convention Committee Member, Committee on Coal and Steel Sept. 2014 - May 2019 Member, Committee on Railways",Tamil Nadu,FALSE,AIADMK,25-07-2013,2013,24-07-2019,2019,1,Retirement,former
GEGJ63746,Shri Ramsinh Rathwa,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1060.jpg,-,-,-,-,-,-,-,-,-,Gujarat,FALSE,CONG(I),04-03-1982,1982,04-02-1988,1988,2,Retirement,former
GEGJ63746,Shri Ramsinh Rathwa,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1060.jpg,-,-,-,-,-,-,-,-,-,Gujarat,FALSE,CONG(I),04-03-1988,1988,04-02-1994,1994,1,Retirement,former
RS9111205899,Smt. T. Ratna Bai,,https://rajyasabha.nic.in/rsnew/member_site/photos/P2067.jpg,Late Shri Dasu Tadapatla,Shrimati Karunamma Tadapatla,31-Dec-46,Married on 14/08/1984,Shri Peddi Reddy Satyanarayana,Two sons,"High School Educated at Government High School, Rampachodavaram, Distt. East Godavari (Andhra Pradesh)","Agriculturist/Farmer, Political and Social Worker","1972-78 Member, Andhra Pradesh Legislative Assembly April 2008 Elected to Rajya Sabha (resigned w.e.f. 14 March 2014) Aug. 2008- May 2009 Member, Committee on Rural Development Aug.2008- May 2009 and Sept. 2009 - March 2014 Member, Consultative Committee for the Ministry of Tribal Affairs and Panchayati Raj Aug. 2009-Aug. 2011 Member, Committee on Food, Consumer Affairs and Public Distribution March 2010 - March 2014 Member, Marine Products Export Development Authority (MPEDA) Aug. 2012 - March 2014 Member, Committee on Labour (Resigned on 14th March 2014)",Andhra Pradesh,FALSE,INC,04-10-2008,2008,04-09-2014,2014,1,Resignation: 14.03.2014,former
RS3234875789,Dr. Bharatkumar Raut,,https://rajyasabha.nic.in/rsnew/member_site/photos/P2052.jpg,Shri Bhavanishankar Raut,Shrimati Sheela Raut,06-Apr-53,Married on 23/05/1979,Shrimati Neena Raut,One son,"M.A. (Politics), Ph.D. Educated at University of Bombay, Mumbai and Tilak Maharashtra Vidyapeeth, Pune","Journalist,Writer","April 2008 Elected to Rajya Sabha May 2008-May 2009 and Aug. 2009 onwards Member, Parliamentary Standing Committee on External Affairs Member, Consultative Committee for the Ministry of Information and Broadcasting Sept. 2008 onwards Member, Committee on Subordinate Legislation Aug. 2009 - May 2012 Member, Committee on Public Undertakings Dec. 2009 onwards Member, Joint Parliamentary Committee on Offices of Profit Member, Indian Parliamentary Group Aug. 2012 onwards Member, Committtee on Food, Consumer Affairs and Public Distribution Oct. 2012 onwards Member, Railway Convention Committee (Retired on 2nd April 2014)",Maharashtra,FALSE,SS,04-03-2008,2008,04-02-2014,2014,1,Retirement,former
RS8816308642,Shri Rajaram Balkrishna Raut,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1061.jpg,-,-,-,-,-,-,-,-,-,Bombay,FALSE,O,04-03-1952,1952,04-02-1958,1958,1,Elected to Lok Sabha: 15.03.1957,former
GEKL20662,Shri Vayalar Ravi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P253.jpg,Shri M.K. Krishnan,Shrimati Devaki Krishnan,04-Jun-37,Married on 9 June1969,"Late Shrimati Mercy Ravi (Ex-Member, Kerala Legislative Assembly)",One son and two daughters,"M.A., B.L. Educated at S.D. College, Alappuzha, Maharajas College, Ernakulam and Law College, Ernakulam",Political Activist and Writer,"1971 - 77 Member, Fifth Lok Sabha 1977 - 79 Member, Sixth Lok Sabha 1982 Home Minister, Kerala 1982 - 91 Member, Kerala Legislative Assembly July 1994 Elected to Rajya Sabha April 2003 Elected to Rajya Sabha (second term) June 2003 - Feb. 2004 Member, Committee on Transport, Tourism and Culture June 2003 - July 2004 Member, Committee on Petitions Aug. 2003 - June 2006 Member, Rubber Board Member, Coir Board Aug. 2004 - Jan. 2006 Chairman, Committee on Human Resource Development Oct. 2004 - Jan. 2006 Member, Consultative Committee for the Ministry of Civil Aviation Member, General Purposes Committee 29 Jan. 2006 - 26 May 2014 Minister of Overseas Indian Affairs 6 April 2008 - 22 May 2009 Minister of Parliamentary Affairs April 2009 Re-elected to Rajya Sabha (third term) 19 Jan. 2011- 18 Dec. 2011 Minister of Civil Aviation 10 Aug. 2012 - 28 Oct. 2012 Minister of Science and Technology, Minister of Earth Sciences and Minister of Micro, Small and Medium Enterprises (Additional Charge) Sept. 2014 - May 2019 and Sept. 2019 onwards Member, Committee on Commerce April 2015 Re-elected to Rajya Sabha (fourth term) Sept. 2015 - Dec. 2015 Member, Sub-Committee on Ease of Doing Business of the Committee on Commerce Sept. 2015 - May 2019 and Oct. 2019 onwards Member, Consultative Committee for the Ministry of Commerce and Industry",Kerala,FALSE,CONG(I),07-02-1994,1994,07-01-2000,2000,4,Retirement,former
GEKL20662,Shri Vayalar Ravi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P253.jpg,Shri M.K. Krishnan,Shrimati Devaki Krishnan,04-Jun-37,Married on 9 June1969,"Late Shrimati Mercy Ravi (Ex-Member, Kerala Legislative Assembly)",One son and two daughters,"M.A., B.L. Educated at S.D. College, Alappuzha, Maharajas College, Ernakulam and Law College, Ernakulam",Political Activist and Writer,"1971 - 77 Member, Fifth Lok Sabha 1977 - 79 Member, Sixth Lok Sabha 1982 Home Minister, Kerala 1982 - 91 Member, Kerala Legislative Assembly July 1994 Elected to Rajya Sabha April 2003 Elected to Rajya Sabha (second term) June 2003 - Feb. 2004 Member, Committee on Transport, Tourism and Culture June 2003 - July 2004 Member, Committee on Petitions Aug. 2003 - June 2006 Member, Rubber Board Member, Coir Board Aug. 2004 - Jan. 2006 Chairman, Committee on Human Resource Development Oct. 2004 - Jan. 2006 Member, Consultative Committee for the Ministry of Civil Aviation Member, General Purposes Committee 29 Jan. 2006 - 26 May 2014 Minister of Overseas Indian Affairs 6 April 2008 - 22 May 2009 Minister of Parliamentary Affairs April 2009 Re-elected to Rajya Sabha (third term) 19 Jan. 2011- 18 Dec. 2011 Minister of Civil Aviation 10 Aug. 2012 - 28 Oct. 2012 Minister of Science and Technology, Minister of Earth Sciences and Minister of Micro, Small and Medium Enterprises (Additional Charge) Sept. 2014 - May 2019 and Sept. 2019 onwards Member, Committee on Commerce April 2015 Re-elected to Rajya Sabha (fourth term) Sept. 2015 - Dec. 2015 Member, Sub-Committee on Ease of Doing Business of the Committee on Commerce Sept. 2015 - May 2019 and Oct. 2019 onwards Member, Consultative Committee for the Ministry of Commerce and Industry",Kerala,FALSE,INC,22-04-2003,2003,21-04-2009,2009,3,Retirement,former
GEKL20662,Shri Vayalar Ravi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P253.jpg,Shri M.K. Krishnan,Shrimati Devaki Krishnan,04-Jun-37,Married on 9 June1969,"Late Shrimati Mercy Ravi (Ex-Member, Kerala Legislative Assembly)",One son and two daughters,"M.A., B.L. Educated at S.D. College, Alappuzha, Maharajas College, Ernakulam and Law College, Ernakulam",Political Activist and Writer,"1971 - 77 Member, Fifth Lok Sabha 1977 - 79 Member, Sixth Lok Sabha 1982 Home Minister, Kerala 1982 - 91 Member, Kerala Legislative Assembly July 1994 Elected to Rajya Sabha April 2003 Elected to Rajya Sabha (second term) June 2003 - Feb. 2004 Member, Committee on Transport, Tourism and Culture June 2003 - July 2004 Member, Committee on Petitions Aug. 2003 - June 2006 Member, Rubber Board Member, Coir Board Aug. 2004 - Jan. 2006 Chairman, Committee on Human Resource Development Oct. 2004 - Jan. 2006 Member, Consultative Committee for the Ministry of Civil Aviation Member, General Purposes Committee 29 Jan. 2006 - 26 May 2014 Minister of Overseas Indian Affairs 6 April 2008 - 22 May 2009 Minister of Parliamentary Affairs April 2009 Re-elected to Rajya Sabha (third term) 19 Jan. 2011- 18 Dec. 2011 Minister of Civil Aviation 10 Aug. 2012 - 28 Oct. 2012 Minister of Science and Technology, Minister of Earth Sciences and Minister of Micro, Small and Medium Enterprises (Additional Charge) Sept. 2014 - May 2019 and Sept. 2019 onwards Member, Committee on Commerce April 2015 Re-elected to Rajya Sabha (fourth term) Sept. 2015 - Dec. 2015 Member, Sub-Committee on Ease of Doing Business of the Committee on Commerce Sept. 2015 - May 2019 and Oct. 2019 onwards Member, Consultative Committee for the Ministry of Commerce and Industry",Kerala,FALSE,INC,22-04-2009,2009,21-04-2015,2015,2,Retirement,former
GEKL20662,Shri Vayalar Ravi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P253.jpg,Shri M.K. Krishnan,Shrimati Devaki Krishnan,04-Jun-37,Married on 9 June1969,"Late Shrimati Mercy Ravi (Ex-Member, Kerala Legislative Assembly)",One son and two daughters,"M.A., B.L. Educated at S.D. College, Alappuzha, Maharajas College, Ernakulam and Law College, Ernakulam",Political Activist and Writer,"1971 - 77 Member, Fifth Lok Sabha 1977 - 79 Member, Sixth Lok Sabha 1982 Home Minister, Kerala 1982 - 91 Member, Kerala Legislative Assembly July 1994 Elected to Rajya Sabha April 2003 Elected to Rajya Sabha (second term) June 2003 - Feb. 2004 Member, Committee on Transport, Tourism and Culture June 2003 - July 2004 Member, Committee on Petitions Aug. 2003 - June 2006 Member, Rubber Board Member, Coir Board Aug. 2004 - Jan. 2006 Chairman, Committee on Human Resource Development Oct. 2004 - Jan. 2006 Member, Consultative Committee for the Ministry of Civil Aviation Member, General Purposes Committee 29 Jan. 2006 - 26 May 2014 Minister of Overseas Indian Affairs 6 April 2008 - 22 May 2009 Minister of Parliamentary Affairs April 2009 Re-elected to Rajya Sabha (third term) 19 Jan. 2011- 18 Dec. 2011 Minister of Civil Aviation 10 Aug. 2012 - 28 Oct. 2012 Minister of Science and Technology, Minister of Earth Sciences and Minister of Micro, Small and Medium Enterprises (Additional Charge) Sept. 2014 - May 2019 and Sept. 2019 onwards Member, Committee on Commerce April 2015 Re-elected to Rajya Sabha (fourth term) Sept. 2015 - Dec. 2015 Member, Sub-Committee on Ease of Doing Business of the Committee on Commerce Sept. 2015 - May 2019 and Oct. 2019 onwards Member, Consultative Committee for the Ministry of Commerce and Industry",Kerala,FALSE,INC,22-04-2015,2015,21-04-2021,2021,1,Retirement,former
RS7073444990,Pandit Ravi Shankar,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1064.jpg,-,-,-,-,-,-,-,-,-,Nominated,TRUE,O,05-12-1986,1986,05-11-1992,1992,1,Retirement,former
AEUP177260,Shri Harish Rawat,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1911.jpg,Late Shri Rajendra Singh Rawat,Late Shrimati Devaki Devi,27-Apr-47,Married,Shrimati Renuka Rawat,-,"B.A., LL.B. Educated at Lucknow University, Lucknow","Agriculturist/Farmer,Trade Unionist,Agriculturist/Farmer, Trade Unionist","1980-84 Member, Seventh Lok Sabha Member, House Committee Member, Public Acconts Committee 1984-89 Member, Eighth Lok Sabha 1989-91 Member, Ninth Lok Sabha 1990 Member, Committee on Official Language Member, Consultative Committee for the Ministry of Communications Nov. 2002 Elected to Rajya Sabha Jan. 2003 - Feb. 2004 Member, Committee on Urban and Rural Development Jan. 2003 - Feb. 2004 and Member, Consultative Committee for the Ministry Oct. 2004 onwards of Power July 2004 onwards Member, Indian Council of Agricultural Research Society Aug. 2004 onwards Member, Committee on Agriculture Sept. 2004 onwards Member, Committee on Members of Parliament Local Area Development Scheme (Rajya Sabha) (Retired on 25th November 2008)",Uttarakhand,FALSE,INC,26-11-2002,2002,25-11-2008,2008,1,Retirement,former
RS7320672844,Prof. Bharati Ray,,https://rajyasabha.nic.in/rsnew/member_site/photos/P235.jpg,"Late Byomkesh Sen Gupta, I.A.S.",Shrimati Kalyani Sen Gupta,26-Jul-34,Married on 7 March 1958,Shri Sukhendu Ray,One son and two daughters,"M.A., Ph.D. Educated at Presidency College, Calcutta and Calcutta University","Teacher & Educationist/Professor,Educationist","1988-95 Pro Vice-Chancellor, Calcutta University; 1988-98 Founder Director, Women's Studies Research Centre, Calcutta University; 1990-92 Member, U.G.C. Standing Committee on Women's Studies; 1990-95 Member, Indian Historical Records Commission; 1992 Member, Advisory Committee of the Central Board for Workers' Education, Ministry of Labour, Government of India; 1992-93 Member, All India Council for Technical Education, Eastern Region; 1992-94 Member, Executive Council, Indian Institute of Mass Communication Society, Government of India; 1992-96 Member, West Bengal State Commission for Women; 1995 onwards Member, U.G.C. Standing Committee on Women's Studies; 1995-96 Vice-Chairperson, West Bengal State Council of Higher Education; April 1996 Elected to Rajya Sabha; 1996-99 Member, Committee on Human Resource Development; Member, Zonal Railway Users' Consultative Committee for South-Eastern Railway; Member, Informal Consultative Committee for South Eastern Railway Zone; Member, Consultative Committee for the Ministry of Information and Broadcasting; 1998 Special Invitee, Parliamentary Consultative Committee on External Affairs; 1998 onwards Member, Court of Visva Bharati; Dec. 1999 onwards Member, Committee on Science and Technology, Environment and Forests; 2000 onwards Member, Hindi Advisory Committee, Ministry of Information Technology; Jan. 2000 onwards Member, Consultative Committee for the Ministry of External Affairs; March 2000 onwards Member, Joint Parliamentary Committee on Empowerment of Women. (Retired on 2nd April 2002)",West Bengal,FALSE,CPI(M),04-03-1996,1996,04-02-2002,2002,1,Retirement,former
RS6053849814,Shri Deba Prasad Ray,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1065.jpg,-,-,-,-,-,-,-,-,-,West Bengal,FALSE,CONG(I),04-03-1984,1984,04-02-1990,1990,1,Retirement,former
RS5469111668,Shri Dilip Ray,,https://rajyasabha.nic.in/rsnew/member_site/photos/P236.jpg,Late Shri Hrushikesh Ray,Shrimati Kalyani Ray,09-Jan-55,Married,,Two sons and one daughter,"M.B.A., LL.B. Educated at Raj Kumar College, Raipur, St. Joseph's College, Darjeeling and J.C.C. College of Law, Kolkata and Chennai","Trader,Industrialist,Trader & Industrialist","1985-1990 Member, Legislative Assembly, Orissa Chairman, Municipality, Rourkela Member, Legislative Assembly, Orissa Cabinet Minister of Industries, Government of Orissa April 1996 Elected to Rajya Sabha June-July 1996 Union Minister of State (Independent charge) of the Ministry of Animal Husbandry and Dairying July 1996-Dec. 1997 Union Minister of State (Independent charge) of the Ministry of Food Processing Industries March 1998-Oct. 1999 Union Minister of State (Independent charge) of the Ministry of Coal and Minister of State in the Ministry of Parliamentary Affairs Oct. 1999- May 2000 Union Minister of State (Independent charge) of the Ministry of Steel April 2002 Re-elected to Rajya Sabha May 2002-Feb. 2004 and Member, Consultative Committee for the Ministry Oct. 2004 onwards of Civil Aviation Jan. 2003-Feb. 2004 Member, Committee on Labour and Welfare Aug. 2004 onwards Member, Committee on Labour (Retired on 2nd April 2008)",Odisha,FALSE,BJD,04-03-1996,1996,04-02-2002,2002,2,Retirement,former
RS5469111668,Shri Dilip Ray,,https://rajyasabha.nic.in/rsnew/member_site/photos/P236.jpg,Late Shri Hrushikesh Ray,Shrimati Kalyani Ray,09-Jan-55,Married,,Two sons and one daughter,"M.B.A., LL.B. Educated at Raj Kumar College, Raipur, St. Joseph's College, Darjeeling and J.C.C. College of Law, Kolkata and Chennai","Trader,Industrialist,Trader & Industrialist","1985-1990 Member, Legislative Assembly, Orissa Chairman, Municipality, Rourkela Member, Legislative Assembly, Orissa Cabinet Minister of Industries, Government of Orissa April 1996 Elected to Rajya Sabha June-July 1996 Union Minister of State (Independent charge) of the Ministry of Animal Husbandry and Dairying July 1996-Dec. 1997 Union Minister of State (Independent charge) of the Ministry of Food Processing Industries March 1998-Oct. 1999 Union Minister of State (Independent charge) of the Ministry of Coal and Minister of State in the Ministry of Parliamentary Affairs Oct. 1999- May 2000 Union Minister of State (Independent charge) of the Ministry of Steel April 2002 Re-elected to Rajya Sabha May 2002-Feb. 2004 and Member, Consultative Committee for the Ministry Oct. 2004 onwards of Civil Aviation Jan. 2003-Feb. 2004 Member, Committee on Labour and Welfare Aug. 2004 onwards Member, Committee on Labour (Retired on 2nd April 2008)",Odisha,FALSE,IND.,04-03-2002,2002,04-02-2008,2008,1,Retirement,former
RS2466475071,Dr. Nihar Ranjan Ray,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1066.jpg,-,-,-,-,-,-,-,-,-,West Bengal,FALSE,Congress,05-03-1957,1957,04-02-1962,1962,2,Retirement,former
RS2466475071,Dr. Nihar Ranjan Ray,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1066.jpg,-,-,-,-,-,-,-,-,-,West Bengal,FALSE,Congress,04-03-1962,1962,04-02-1968,1968,1,Resignation: 06.01.1965,former
RS6041680944,Shri Rabi Ray,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1067.jpg,-,-,-,-,-,-,-,-,-,Odisha,FALSE,LD,04-03-1974,1974,04-02-1980,1980,1,Retirement,former
RS5066476915,Shri Ram Prasanna Ray,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1068.jpg,-,-,-,-,-,-,-,-,-,West Bengal,FALSE,Congress,04-03-1962,1962,04-02-1968,1968,1,Retirement,former
RS1720368095,Shri Satyendra Prosad Ray,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1069.jpg,-,-,-,-,-,-,-,-,-,West Bengal,FALSE,Congress,04-03-1952,1952,04-02-1956,1956,3,Retirement,former
RS1720368095,Shri Satyendra Prosad Ray,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1069.jpg,-,-,-,-,-,-,-,-,-,West Bengal,FALSE,Congress,04-03-1956,1956,04-02-1962,1962,2,Retirement,former
RS1720368095,Shri Satyendra Prosad Ray,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1069.jpg,-,-,-,-,-,-,-,-,-,West Bengal,FALSE,Congress,08-05-1964,1964,04-02-1970,1970,1,Retirement,former
RS8674337650,Shri Sagar Rayka,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1070.jpg,-,-,-,-,-,-,-,-,-,Gujarat,FALSE,CONG(I),27-01-1986,1986,04-02-1988,1988,1,Retirement,former
RS8789941062,Smt. Noorjehan Razack,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1071.jpg,-,-,-,-,-,-,-,-,-,Tamil Nadu,FALSE,AIADMK,25-07-1977,1977,24-07-1983,1983,1,Retirement,former
RS4250036740,Shri A. Abdul Razak,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1839.jpg,-,-,-,-,-,-,-,-,-,Travancore Cochin,FALSE,Congress,04-03-1952,1952,04-02-1956,1956,1,Retirement,former
RS5629140096,Shri Syed Sibtey Razi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1078.jpg,-,-,-,-,-,-,-,-,-,Uttar Pradesh,FALSE,CONG(I),07-05-1980,1980,07-04-1986,1986,3,Resignation: 14.05.1985,former
RS5629140096,Shri Syed Sibtey Razi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1078.jpg,-,-,-,-,-,-,-,-,-,Uttar Pradesh,FALSE,CONG(I),12-06-1988,1988,07-04-1992,1992,2,Retirement,former
RS5629140096,Shri Syed Sibtey Razi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1078.jpg,-,-,-,-,-,-,-,-,-,Uttar Pradesh,FALSE,INC,07-05-1992,1992,07-04-1998,1998,1,Retirement,former
RS4675290868,Ms. Mabel Rebello,,https://rajyasabha.nic.in/rsnew/member_site/photos/P237.jpg,Late Shri E. L. Rebello,Shrimati Maria M. Rebello,26-Mar-50,Married,,-,"M.A., D.S.W. (Diploma in Social Work) Educated at St. Joseph's School, St. Agnes College, Roshini Nilaya, Bangalore and Bakratulla University, Bhopal",Social worker,"Dec. 1986 - March 1990 Chairperson, Madhya Pradesh Handicrafts Development Corporation Dec. 1994 - June 1998 Chairperson, Madhya Pradesh Womenâ€™s Economic Development Corporation June 1998 Elected to Rajya Sabha Aug. 1998 - 2004 Member, Joint Committee on the Empowerment of Women Dec. 1999-2001 Member, Committee on External Affairs Jan. 2000 - Feb. 2004 Member, Consultative Committee for the Ministry of Railways May 2000 - 2003 Member, Committee on Food Management in Parliament House Complex Jan. 2002 - Feb. 2004 Member, Committee on Petroleum and Chemicals April 2006 Elected to Rajya Sabha June 2006- May 2009 Member, Committee on Petroleum and Natural Gas Sept. 2006- Sept. 2009 Member, Committee on Subordinate Legislation Aug. 2007- Aug. 2010 Member, National Monitoring Committee for Minorities' Education Oct. 2008- May 2009 Member, Central Supervisory Board constituted under Section 7(1) of the Pre-conception and Pre-Natal Diagnostic Techniques (Prohibition of the Sex Selection) Act, 1994 Member, Consultative Committee for Ministry of Shipping, Road Transport and Highways Aug. 2009 onwards Member, Committee on Coal and Steel Member, General Council of the Indian School of Mines, Dhanbad Member, Committee on Public Undertakings Member, Consultative Committee for the Ministry of Agriculture and Ministry of Consumer Affairs, Food and Public Distribution Sept. 2010 onwards Member, House Committee May 2011 onwards Member, Committee on Public Undertakings (Retired on 2nd April 2012)",Madhya Pradesh,FALSE,INC,30-06-1998,1998,29-06-2004,2004,2,Retirement,former
RS4675290868,Ms. Mabel Rebello,,https://rajyasabha.nic.in/rsnew/member_site/photos/P237.jpg,Late Shri E. L. Rebello,Shrimati Maria M. Rebello,26-Mar-50,Married,,-,"M.A., D.S.W. (Diploma in Social Work) Educated at St. Joseph's School, St. Agnes College, Roshini Nilaya, Bangalore and Bakratulla University, Bhopal",Social worker,"Dec. 1986 - March 1990 Chairperson, Madhya Pradesh Handicrafts Development Corporation Dec. 1994 - June 1998 Chairperson, Madhya Pradesh Womenâ€™s Economic Development Corporation June 1998 Elected to Rajya Sabha Aug. 1998 - 2004 Member, Joint Committee on the Empowerment of Women Dec. 1999-2001 Member, Committee on External Affairs Jan. 2000 - Feb. 2004 Member, Consultative Committee for the Ministry of Railways May 2000 - 2003 Member, Committee on Food Management in Parliament House Complex Jan. 2002 - Feb. 2004 Member, Committee on Petroleum and Chemicals April 2006 Elected to Rajya Sabha June 2006- May 2009 Member, Committee on Petroleum and Natural Gas Sept. 2006- Sept. 2009 Member, Committee on Subordinate Legislation Aug. 2007- Aug. 2010 Member, National Monitoring Committee for Minorities' Education Oct. 2008- May 2009 Member, Central Supervisory Board constituted under Section 7(1) of the Pre-conception and Pre-Natal Diagnostic Techniques (Prohibition of the Sex Selection) Act, 1994 Member, Consultative Committee for Ministry of Shipping, Road Transport and Highways Aug. 2009 onwards Member, Committee on Coal and Steel Member, General Council of the Indian School of Mines, Dhanbad Member, Committee on Public Undertakings Member, Consultative Committee for the Ministry of Agriculture and Ministry of Consumer Affairs, Food and Public Distribution Sept. 2010 onwards Member, House Committee May 2011 onwards Member, Committee on Public Undertakings (Retired on 2nd April 2012)",Jharkhand,FALSE,INC,04-03-2006,2006,04-02-2012,2012,1,Retirement,former
RS9351523603,Dr. Begwada Gopala Reddi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1079.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,Congress,18-08-1958,1958,04-02-1960,1960,2,Retirement,former
RS9351523603,Dr. Begwada Gopala Reddi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1079.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,Congress,04-03-1960,1960,04-02-1966,1966,1,Elected to Lok Sabha: 27.02.1962,former
RS8799385959,Shri K. Brahamananda Reddi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1125.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,Congress,04-03-1974,1974,04-02-1980,1980,1,Elected to Lok Sabha: 20.03.1977,former
RS9579971111,Shri Adduru Balarami Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1126.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,Congress,30-11-1953,1953,04-02-1956,1956,2,Retirement: 04.02.1956,former
RS9579971111,Shri Adduru Balarami Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1126.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,Congress,04-03-1956,1956,04-02-1962,1962,1,Resignation: 03.09.1962,former
RS6599398619,Shri Adinarayana Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1127.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,CONG(I),04-03-1964,1964,04-02-1970,1970,2,Retirement,former
RS6599398619,Shri Adinarayana Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1127.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,CONG(I),04-03-1982,1982,04-02-1988,1988,1,Retirement,former
